id,word,part_of_speech,korean_meaning,korean_pronunciation,example_sentence,example_translation,category,difficulty,tags,starred
4022,sidewalk,noun,보도; 인도,사이드워크,"Please walk on the sidewalk, not the road.",도로 말고 인도로 걸으세요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4023,experimental,adjective,실험적인,익스페리멘털,The treatment is still in an experimental stage.,그 치료법은 아직 실험 단계에 있어요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4024,deem,verb,~로 여기다; 간주하다,딤,The plan was deemed too risky by the board.,그 계획은 이사회에서 너무 위험하다고 여겨졌어요.,conversation,B2,conversation|essential|safe-auto-example|source:kengdic,false
4025,thrive,verb,번성하다; 잘 자라다,쓰라이브,"The plants thrive in warm, humid weather.",그 식물들은 따뜻하고 습한 날씨에서 잘 자라요.,conversation,B2,conversation|essential|safe-auto-example|source:kengdic,false
4026,indicator,noun,지표; 표시등,인디케이터,Sales are a good indicator of customer interest.,매출은 고객 관심의 좋은 지표예요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4027,jar,noun,병; 단지,자,She kept the cookies in a glass jar.,그녀는 쿠키를 유리병에 보관했어요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4028,insert,verb,삽입하다; 끼워 넣다,인서트,Insert the card into the slot to pay.,결제하려면 카드를 투입구에 넣으세요.,conversation,B2,conversation|essential|safe-auto-example|source:kengdic,false
4029,accuracy,noun,정확도; 정확성,애큐러시,The model predicts the weather with high accuracy.,그 모델은 날씨를 높은 정확도로 예측해요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4030,clause,noun,조항; (문법) 절,클로즈,Read the contract's cancellation clause carefully.,계약서의 해지 조항을 꼼꼼히 읽으세요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4031,scripture,noun,경전; 성경,스크립처,He quoted a line from scripture during the talk.,그는 강연 중에 성경 구절을 인용했어요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4032,exclusively,adverb,오로지; 독점적으로,익스클루시블리,This offer is available exclusively to members.,이 혜택은 오로지 회원에게만 제공돼요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4033,bicycle,noun,자전거,바이시클,She rides her bicycle to work every day.,그녀는 매일 자전거를 타고 출근해요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4034,isolation,noun,고립; 격리,아이설레이션,Working from home can lead to a sense of isolation.,재택근무는 고립감을 줄 수 있어요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-massive,false
4035,array,noun,배열; 다양한 모음,어레이,The store offers a wide array of products.,그 가게는 다양한 종류의 제품을 갖추고 있어요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-massive,false
4036,specify,verb,명시하다; 지정하다,스페시파이,Please specify your preferred delivery date.,원하시는 배송 날짜를 명시해 주세요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4037,beam,noun,빛줄기; 들보,빔,A beam of light shone through the crack.,빛줄기가 틈 사이로 비쳤어요.,conversation,B2,conversation|essential|safe-auto-example|source:kengdic,false
4038,athletic,adjective,운동을 잘하는; 탄탄한,애슬레틱,He's very athletic and plays several sports.,그는 운동신경이 좋아서 여러 운동을 해요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4039,descend,verb,내려가다; 하강하다,디센드,The plane began to descend toward the runway.,비행기가 활주로를 향해 하강하기 시작했어요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4040,projection,noun,예상; 투영,프러젝션,The sales projection for next year looks strong.,내년 매출 예상치가 탄탄해 보여요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-massive,false
4041,artistic,adjective,예술적인,아티스틱,She has a very artistic eye for design.,그녀는 디자인에 대한 예술적 감각이 뛰어나요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4042,sleeve,noun,소매,슬리브,He rolled up his sleeves and got to work.,그는 소매를 걷어붙이고 일을 시작했어요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4043,compose,verb,작곡하다; 구성하다,컴포즈,She composed a beautiful song for the film.,그녀는 그 영화를 위해 아름다운 곡을 작곡했어요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4044,marker,noun,표시; 마커 펜,마커,Use a marker to label each box.,각 상자에 마커로 표시하세요.,conversation,B2,conversation|essential|safe-auto-example|source:kengdic,false
4045,fitness,noun,체력; 건강,피트니스,Regular exercise improves your fitness.,규칙적인 운동은 체력을 향상시켜요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-massive,false
4046,appreciation,noun,감사; 진가 인정,어프리시에이션,She expressed her appreciation for their help.,그녀는 그들의 도움에 감사를 표했어요.,conversation,B2,conversation|essential|safe-auto-example|source:kengdic,false
4047,slice,noun,조각; 한 조각,슬라이스,Would you like another slice of pizza?,피자 한 조각 더 드실래요?,conversation,B2,conversation|essential|safe-auto-example|source:kengdic,false
4048,pause,noun,잠깐 멈춤; 정지,포즈,There was a long pause before she answered.,그녀가 대답하기 전에 긴 침묵이 있었어요.,conversation,B2,conversation|essential|safe-auto-example|source:kengdic,false
4049,transit,noun,대중교통; 통과,트랜짓,The city has an excellent public transit system.,그 도시는 훌륭한 대중교통 체계를 갖추고 있어요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4050,nod,verb,고개를 끄덕이다,나드,She nodded in agreement with the plan.,그녀는 그 계획에 동의하며 고개를 끄덕였어요.,conversation,B2,conversation|essential|safe-auto-example|source:kengdic,false
4051,shared,adjective,공유된; 공동의,셰어드,We rented a shared workspace downtown.,우리는 시내에 공동 작업 공간을 빌렸어요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4052,drain,verb,물을 빼다; 배수하다,드레인,Drain the pasta once it's cooked.,파스타가 다 익으면 물을 빼세요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4053,specialize,verb,전문으로 하다; 전공하다,스페셜라이즈,This clinic specializes in children's health.,이 병원은 아동 건강을 전문으로 해요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4054,venue,noun,(행사) 장소; 개최지,베뉴,The wedding venue was booked months in advance.,그 결혼식 장소는 몇 달 전에 예약됐어요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4055,minimize,verb,최소화하다,미니마이즈,We took steps to minimize the risks.,우리는 위험을 최소화하기 위한 조치를 취했어요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4056,quantity,noun,양; 수량,콴터티,Buy a small quantity first to test it.,먼저 소량만 사서 시험해 보세요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4057,ignorance,noun,무지; 무식,이그너런스,"His mistake came from ignorance, not malice.",그의 실수는 악의가 아니라 무지에서 비롯됐어요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4058,fold,verb,접다,폴드,Please fold the laundry and put it away.,빨래를 개서 정리해 주세요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4059,tuck,verb,밀어 넣다; 집어넣다,턱,She tucked the blanket around the sleeping child.,그녀는 잠든 아이 주위로 담요를 여며 줬어요.,conversation,B2,conversation|essential|safe-auto-example|source:kengdic,false
4060,bare,adjective,벌거벗은; 텅 빈,베어,He walked across the cold floor in bare feet.,그는 맨발로 차가운 바닥을 걸었어요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4061,countless,adjective,셀 수 없이 많은,카운트리스,She spent countless hours on the project.,그녀는 그 프로젝트에 셀 수 없이 많은 시간을 쏟았어요.,conversation,B2,conversation|essential|safe-auto-example|source:kengdic,false
4062,instructor,noun,강사,인스트럭터,Our yoga instructor is very patient.,우리 요가 강사님은 아주 인내심이 많아요.,conversation,B2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
4063,accommodate,verb,수용하다; 편의를 봐주다,어카머데이트,The hall can accommodate up to 500 guests.,그 홀은 최대 500명을 수용할 수 있어요.,conversation,B2,conversation|essential|safe-auto-example|source:kengdic,false
4064,undertake,verb,맡다; 착수하다,언더테이크,The company will undertake a major renovation.,그 회사는 대규모 개보수를 진행할 거예요.,conversation,B2,conversation|essential|safe-auto-example|source:kengdic,false
4065,steadily,adverb,꾸준히,스테덜리,My English is improving steadily.,내 영어 실력은 꾸준히 향상되고 있다.,conversation,C1,conversation|essential|curated-example|source:multilingual-core-balanced,false
4066,partially,adverb,부분적으로,파셜리,The model was partially trained on synthetic data.,그 모델은 부분적으로 합성 데이터로 학습되었다.,ai_cs,B2,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
4067,quantization,noun,양자화,퀀타이제이션,Quantization reduces the model's memory usage significantly.,양자화는 모델의 메모리 사용량을 크게 줄인다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4068,post-training quantization,noun,학습 후 양자화,포스트 트레이닝 퀀타이제이션,Post-training quantization requires no additional retraining.,학습 후 양자화는 추가 재학습이 필요하지 않다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4069,quantization-aware training,noun,양자화 인지 학습,퀀타이제이션 어웨어 트레이닝,Quantization-aware training often preserves accuracy better.,양자화 인지 학습은 대개 정확도를 더 잘 유지한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4070,bitwidth,noun,비트 폭,빗위드스,Lowering the bitwidth can hurt model accuracy.,비트 폭을 낮추면 모델 정확도가 떨어질 수 있다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4071,low-bit,adjective,저비트의,로우 빗,Low-bit quantization is essential for edge devices.,저비트 양자화는 엣지 기기에 필수적이다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4072,mixed precision,noun,혼합 정밀도,믹스트 프리시전,Mixed precision training speeds up computation on modern GPUs.,혼합 정밀도 학습은 최신 GPU에서 연산을 가속한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4073,floating point,noun,부동소수점,플로팅 포인트,Floating point operations dominate the training cost.,부동소수점 연산이 학습 비용의 대부분을 차지한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4074,integer arithmetic,noun,정수 연산,인티저 어리스메틱,Integer arithmetic is faster than floating point on many chips.,많은 칩에서 정수 연산이 부동소수점보다 빠르다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4075,dynamic range,noun,동적 범위,다이내믹 레인지,A wide dynamic range makes quantization more challenging.,넓은 동적 범위는 양자화를 더 어렵게 만든다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4076,rounding,noun,반올림,라운딩,Rounding errors accumulate across many layers.,반올림 오차는 여러 층에 걸쳐 누적된다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4077,clipping,noun,클리핑; 값 자르기,클리핑,Gradient clipping prevents unstable training.,그래디언트 클리핑은 불안정한 학습을 방지한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4078,calibration,noun,보정; 캘리브레이션,캘리브레이션,Calibration aligns predicted probabilities with actual outcomes.,보정은 예측 확률을 실제 결과와 맞춘다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4079,calibration data,noun,보정 데이터,캘리브레이션 데이터,A small calibration dataset is enough for this method.,이 방법에는 소량의 보정 데이터로 충분하다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4080,activation,noun,활성화 값; 활성화,액티베이션,The activation values are quantized to eight bits.,활성값은 8비트로 양자화된다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4081,outlier,noun,이상치,아웃라이어,A few outliers can distort the entire distribution.,몇몇 이상치가 전체 분포를 왜곡할 수 있다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4082,groupwise,adjective,그룹 단위의,그룹와이즈,Groupwise quantization balances accuracy and efficiency.,그룹 단위 양자화는 정확도와 효율의 균형을 맞춘다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4083,per-token,adjective,토큰별의,퍼 토큰,Per-token scaling improves quantization quality.,토큰별 스케일링은 양자화 품질을 높인다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4084,per-channel,adjective,채널별의,퍼 채널,Per-channel quantization handles weight variation well.,채널별 양자화는 가중치 변동을 잘 처리한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4085,zero point,noun,영점,지로 포인트,The zero point maps real values to integers correctly.,영점은 실수값을 정수로 올바르게 매핑한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4086,scale factor,noun,스케일 계수,스케일 팩터,Each layer has its own scale factor for quantization.,각 층은 양자화를 위한 고유한 스케일 계수를 갖는다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4087,reconstruction,noun,재구성,리컨스트럭션,The reconstruction error measures quantization quality.,재구성 오차는 양자화 품질을 측정한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4088,approximation,noun,근사; 근사치,어프락시메이션,This method offers a fast approximation of the true gradient.,이 방법은 실제 기울기의 빠른 근사치를 제공한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4089,perturbation,noun,섭동; 교란,퍼터베이션,A small perturbation in the input can change the output.,입력의 작은 교란이 출력을 바꿀 수 있다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4090,noise injection,noun,노이즈 주입,노이즈 인젝션,Noise injection can improve model robustness.,노이즈 주입은 모델의 강건성을 높일 수 있다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4091,sensitivity,noun,민감도,센시티비티,The layer's sensitivity determines its quantization bitwidth.,그 층의 민감도가 양자화 비트 폭을 결정한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4092,robustness,noun,강건성; 견고성,로버스트니스,Adversarial training improves the model's robustness.,적대적 학습은 모델의 강건성을 향상시킨다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4093,latency,noun,지연 시간,레이턴시,Quantization lowers inference latency on mobile devices.,양자화는 모바일 기기에서 추론 지연 시간을 낮춘다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4094,throughput,noun,처리량,쓰루풋,Batching increases the model's throughput.,배치 처리는 모델의 처리량을 높인다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4095,memory footprint,noun,메모리 사용량,메모리 풋프린트,Quantization greatly reduces the memory footprint.,양자화는 메모리 사용량을 크게 줄인다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4096,runtime,noun,실행 시간; 런타임,런타임,The runtime depends heavily on the batch size.,실행 시간은 배치 크기에 크게 좌우된다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4097,deployment,noun,배포; 배치,디플로이먼트,Model deployment requires careful performance testing.,모델 배포에는 신중한 성능 테스트가 필요하다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4098,inference,noun,추론,인퍼런스,Inference speed matters most in real-time applications.,추론 속도는 실시간 애플리케이션에서 가장 중요하다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4099,fine-tuning,noun,미세 조정,파인 튜닝,Fine-tuning adapts the model to a specific task.,미세 조정은 모델을 특정 작업에 맞게 조정한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4100,pretraining,noun,사전 학습,프리트레이닝,Pretraining on large corpora builds general knowledge.,대규모 말뭉치에 대한 사전 학습은 일반 지식을 쌓는다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4101,optimizer,noun,최적화 알고리즘; 옵티마이저,옵티마이저,The Adam optimizer is popular for training neural networks.,Adam 옵티마이저는 신경망 학습에 널리 쓰인다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4102,gradient,noun,기울기; 경사,그레이디언트,The gradient tells us how to update the weights.,기울기는 가중치를 어떻게 갱신할지 알려 준다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4103,backpropagation,noun,역전파,백프로퍼게이션,Backpropagation computes gradients through the network.,역전파는 신경망 전체에 걸쳐 기울기를 계산한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4104,loss function,noun,손실 함수,로스 펑션,The loss function measures how wrong the predictions are.,손실 함수는 예측이 얼마나 틀렸는지를 측정한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4105,objective function,noun,목적 함수,오브젝티브 펑션,The optimizer minimizes the objective function.,옵티마이저는 목적 함수를 최소화한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4106,hyperparameter,noun,하이퍼파라미터,하이퍼파라미터,Tuning hyperparameters can dramatically affect performance.,하이퍼파라미터 조정은 성능에 크게 영향을 줄 수 있다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4107,parameter,noun,매개변수; 파라미터,파라미터,The model has billions of parameters.,그 모델은 수십억 개의 매개변수를 갖는다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4108,tensor,noun,텐서,텐서,Each tensor stores the layer's weights and activations.,각 텐서는 층의 가중치와 활성값을 저장한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4109,matrix,noun,행렬,매트릭스,Matrix multiplication is the core operation in deep learning.,행렬 곱셈은 딥러닝의 핵심 연산이다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4110,vector,noun,벡터,벡터,Each word is represented as a dense vector.,각 단어는 밀집 벡터로 표현된다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4111,linear algebra,noun,선형대수학,리니어 앨지브라,Linear algebra is the foundation of machine learning.,선형대수학은 머신러닝의 기초이다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4112,covariance,noun,공분산,코베리언스,The covariance matrix captures relationships between variables.,공분산 행렬은 변수 간의 관계를 담아낸다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4113,variance,noun,분산,베리언스,High variance often signals overfitting.,높은 분산은 흔히 과적합을 나타낸다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4114,probability distribution,noun,확률 분포,프라버빌리티 디스트리뷰션,The model outputs a probability distribution over classes.,모델은 클래스에 대한 확률 분포를 출력한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4115,conditional probability,noun,조건부 확률,컨디셔널 프라버빌리티,Bayes' rule relates conditional probabilities.,베이즈 정리는 조건부 확률들을 연결한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4116,likelihood,noun,우도; 가능성,라이클리후드,Maximum likelihood estimation fits the model to the data.,최대 우도 추정은 모델을 데이터에 맞춘다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4117,entropy,noun,엔트로피,엔트러피,Entropy measures the uncertainty in a distribution.,엔트로피는 분포의 불확실성을 측정한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4118,cross-entropy,noun,교차 엔트로피,크로스 엔트러피,Cross-entropy loss is standard for classification tasks.,교차 엔트로피 손실은 분류 작업의 표준이다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4119,mutual information,noun,상호 정보량,뮤추얼 인포메이션,Mutual information quantifies shared information between variables.,상호 정보량은 변수 간에 공유된 정보를 정량화한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4120,correlation,noun,상관관계,코릴레이션,Correlation does not imply causation.,상관관계가 인과관계를 의미하지는 않는다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4121,causality,noun,인과성; 인과관계,코잴리티,Establishing causality requires controlled experiments.,인과성을 입증하려면 통제된 실험이 필요하다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4122,causal intervention,noun,인과적 개입,코절 인터벤션,A causal intervention reveals the true effect of a variable.,인과적 개입은 변수의 실제 효과를 드러낸다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4123,jacobian,noun,야코비안,야코비안,The Jacobian matrix contains all first-order partial derivatives.,야코비안 행렬은 모든 1차 편도함수를 담고 있다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4124,eigenvalue,noun,고윳값,아이건밸류,The largest eigenvalue indicates the dominant direction.,가장 큰 고윳값은 지배적인 방향을 나타낸다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4125,eigenvector,noun,고유벡터,아이건벡털,We computed the dominant eigenvector of the covariance matrix.,우리는 공분산 행렬의 주요 고유벡터를 계산했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4126,singular value,noun,특잇값,싱결러 밸류,The largest singular value determines the matrix's spectral norm.,가장 큰 특잇값이 행렬의 스펙트럼 노름을 결정한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4127,orthogonal,adjective,직교하는,오소거널,The basis vectors are orthogonal to one another.,기저 벡터들은 서로 직교한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4128,normalization,noun,정규화,노멀라이제이션,Batch normalization stabilizes training in deep networks.,배치 정규화는 심층 신경망의 학습을 안정화한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4129,regularization,noun,정규화; 규제,레귤러라이제이션,We added L2 regularization to prevent overfitting.,과적합을 막기 위해 L2 정규화를 추가했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4130,generalization,noun,일반화,제너럴라이제이션,Strong generalization requires diverse training data.,뛰어난 일반화를 위해서는 다양한 학습 데이터가 필요하다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4131,overfitting,noun,과적합,오버피팅,The model shows clear signs of overfitting on small datasets.,이 모델은 작은 데이터셋에서 명백한 과적합 징후를 보인다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4132,underfitting,noun,과소적합,언더피팅,Underfitting occurs when the model is too simple.,과소적합은 모델이 지나치게 단순할 때 발생한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4133,memorization,noun,암기,메모라이제이션,Large models sometimes rely on memorization instead of reasoning.,대형 모델은 때때로 추론 대신 암기에 의존한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4134,model compression,noun,모델 압축,모델 컴프레션,Model compression reduces memory usage during deployment.,모델 압축은 배포 시 메모리 사용량을 줄여준다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4135,pruning,noun,가지치기; 프루닝,프루닝,Pruning removes redundant weights from the network.,가지치기는 신경망에서 불필요한 가중치를 제거한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4136,sparsity,noun,희소성,스파시티,Enforcing sparsity can speed up inference significantly.,희소성을 강제하면 추론 속도를 크게 높일 수 있다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4137,knowledge distillation,noun,지식 증류,날리지 디스틸레이션,Knowledge distillation transfers behavior from a large teacher model.,지식 증류는 큰 교사 모델의 동작을 전달한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4138,low-rank adaptation,noun,저계수 적응,로우 랭크 어댑테이션,Low-rank adaptation fine-tunes models with few parameters.,저계수 적응은 적은 파라미터로 모델을 미세 조정한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4139,adapter,noun,어댑터,어댑털,We inserted a small adapter into each transformer layer.,우리는 각 트랜스포머 층에 작은 어댑터를 삽입했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4140,kernel,noun,커널,커널,The convolution kernel slides across the input image.,합성곱 커널이 입력 이미지를 훑고 지나간다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4141,cuda,noun,쿠다,쿠다,The kernel runs efficiently on CUDA-enabled GPUs.,이 커널은 CUDA를 지원하는 GPU에서 효율적으로 실행된다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4142,gpu,noun,그래픽 처리 장치,지피유,Training this model requires several high-memory GPUs.,이 모델을 학습시키려면 고용량 GPU 여러 대가 필요하다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4143,cpu,noun,중앙 처리 장치,씨피유,Data preprocessing runs on the CPU before training.,데이터 전처리는 학습 전에 CPU에서 실행된다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4144,accelerator,noun,가속기,액셀러레이털,The new accelerator doubles our training throughput.,새 가속기는 학습 처리량을 두 배로 늘려준다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4145,parallelism,noun,병렬성,패럴렐리즘,We use tensor parallelism to split the model across devices.,우리는 모델을 여러 장치에 분산하기 위해 텐서 병렬성을 사용한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4146,batch,noun,배치,배치,Each batch contains thirty-two labeled examples.,각 배치는 서른두 개의 라벨된 예시를 포함한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4147,token,noun,토큰,토큰,The model predicts the next token in the sequence.,모델은 시퀀스에서 다음 토큰을 예측한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
4148,vocabulary,noun,어휘 집합; 어휘,보캐뷸러리,A larger vocabulary increases the embedding table size.,어휘 집합이 커지면 임베딩 테이블 크기가 늘어난다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:manual-domain,false
